Speed	av	del_av	ar	del_ar	LongSpeed	az	del_az	PF1Down	PF0	PF1Up	PF2	PExc
0.30687	0.0	0.0	0.0	0.0	-61.373999999999995	-2878.1546135408703	2.4665590844797726e-6	0.7279539662097189	0.12380486153912013	0.03672228246506358	0.0997793680681121	0.011739521717985204
0.30687	0.0	0.0	0.0	0.0	-46.030499999999996	-3999.148525866019	3.977566963935832e-6	0.8320849864653976	0.07142072466429	0.02130100568265153	0.05883768112529587	0.01635560206236515
0.30687	0.0	0.0	0.0	0.0	-30.686999999999998	-7429.069943759788	1.972667530565553e-6	0.7894973870047866	0.038713990916520905	0.03954500191700622	0.10178561700119557	0.030458003160491433
0.30687	0.0	0.0	0.0	0.0	-15.343499999999999	-18019.01222711742	2.7544474176601684e-6	0.5312566432648256	0.033391539199229034	0.10918947137776404	0.2521628161393571	0.07399953001882781
0.30687	0.0	0.0	0.0	0.0	-9.2061	-24906.208880100254	1.1325169689623906e-10	0.31738286297673457	0.048027834516218136	0.16399859532343644	0.36822777393608985	0.10236293324752493
0.30687	0.0	0.0	0.0	0.0	-3.0686999999999998	-28476.548839736468	1.6530088138018632e-10	0.18407036489776404	0.06040861512676901	0.19181430280224646	0.44663074047926293	0.11707597669396402
0.30687	0.0	0.0	0.0	0.0	-1.5343499999999999	-28910.198533072962	2.364743682205541e-6	0.16877416624315794	0.058006958089993434	0.19719510225976608	0.45715626484036515	0.11886750856672301
0.30687	0.0	0.0	0.0	0.0	1.5343499999999999	-29674.305672555813	7.503737309913935e-11	0.13801865338648034	0.055890841792300694	0.212392945953927	0.47168510984144435	0.12201244902585268
0.30687	0.0	0.0	0.0	0.0	3.0686999999999998	-29610.60758126126	1.0673207362731158e-10	0.12304740932358274	0.05704701583064407	0.21848687424146707	0.47967453520226416	0.12174416540204798
0.30687	0.0	0.0	0.0	0.0	6.1373999999999995	-29400.314741964336	1.8114173030458546e-10	0.12882271163819636	0.05889419398745845	0.21143176329300314	0.4800020742635919	0.12084925681775581
0.30687	0.0	0.0	0.0	0.0	9.2061	-29416.031984981735	1.472457089038146e-6	0.12673584657556114	0.058158473721799386	0.22175939143075238	0.47244709372518845	0.12089919454670375
0.30687	0.0	0.0	0.0	0.0	12.274799999999999	-30137.04220754134	9.43491141532221e-7	0.13184558955066442	0.059807656430988544	0.2166299532273732	0.4678658407914541	0.12385095999952567
0.30687	0.0	0.0	0.0	0.0	15.343499999999999	-30288.82390523061	1.2196428947799383e-7	0.12876842650021847	0.05771687824883641	0.21907532813687722	0.46995372609693115	0.12448564101714212
