Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	-28553.83828914881	40889.42307182599	28341.110560420067	40831.74479104161	0.7221086128333495	0.09955043781833081	0.17271068456477154	0.005630264783594212
-26.22375	125438.69646912035	73957.69300104324	-125202.51094749884	73744.83058172713	0.6989692510752278	0.06168257283940014	0.23429917228423397	0.005049003801199143
-22.4775	199481.83360337352	48560.54680010222	-199402.6046386049	48616.314412174484	0.7007095623393872	0.08407502610187141	0.2106668415370905	0.004548570021706596
-18.73125	77982.00915344911	68301.07013240246	-77878.64074297328	68391.5546820764	0.722305929028584	0.13660564613926962	0.13704503892758316	0.004043385904600417
-14.985	41591.346800585205	58889.58745348442	-41330.57442856584	58709.58447716808	0.707189418202034	0.20619523873111145	0.08269255936146659	0.003922783705409865
-11.23875	36576.802926979915	24287.646489081693	-37223.7108637587	24082.099115101228	0.684707098198716	0.2559296798188572	0.05583752236828029	0.003525699614158989
-7.4925	11650.27106311086	25470.65373076417	-10816.222350243166	25004.713233260874	0.6445609271671537	0.3139967809044483	0.03787688963205849	0.003565402296349272
-5.994	-184.393570819315	58718.37349102581	460.75816772070715	59076.61522526167	0.6450043042627455	0.3163107942536605	0.035310414902857676	0.0033744865807459026
-4.4955	3038.4783589799176	21085.945438549352	-7845.565188696003	21068.051835047336	0.6420807172609374	0.3216808712416323	0.03294943578177137	0.0032889757156654756
-2.997	3628.340629410094	15235.69144279294	-3654.638940971988	15272.2690628553	0.636004135964171	0.3292917766026383	0.031411936049953244	0.0032921513832458713
-1.4985	-6114.359697590495	7132.909197441377	6138.238076978001	6399.900146848016	0.6380785459999581	0.3278481869180683	0.03085366695827505	0.003219600123705006
-0.74925	1034.2220793710633	10521.258916891034	-1145.366192502092	12623.07643332698	0.6467305725702653	0.318695289393162	0.031471055662090706	0.0031030823744896104
-0.374625	-672.7207820356765	13235.774492949575	4735.564777497684	14304.729559125959	0.642292487415088	0.3234025841331189	0.031136611315581045	0.0031683171362198075
0.374625	4052.412778597751	19831.538894382473	385.9805156636573	17899.739684782646	0.6348257566822054	0.33124150067599184	0.03068020244686709	0.00325254019494461
0.74925	-30171.676830681194	36242.17088030741	-24818.88033910485	33136.634046814455	0.6367477180628087	0.32915173049131596	0.030865674512055956	0.0032348769338242187
1.4985	7214.825929348704	22049.74794617154	7286.67747620944	22186.08965386504	0.6386435280168425	0.3269159568054313	0.031207520672222735	0.0032329945055124066
2.997	-4637.1338802973905	12624.46081349427	-4075.1213975594237	12341.158652159214	0.6402053836586922	0.32405789392747925	0.032461268094373295	0.003275454319463794
4.4955	11926.865273896394	9767.79090435991	11975.385399894429	9939.215935289374	0.6494743155206951	0.3125172846255089	0.03476837292619732	0.0032400269276066872
5.994	-1739.4838940731934	38223.42786424273	-1706.4754817437104	36178.0732096121	0.659562686857701	0.29880228815564946	0.038360617685033765	0.0032744073016258302
7.4925	32813.91358468204	9620.690505273036	32794.13829620489	9574.114576465274	0.6686825085099096	0.2849313451859484	0.04301134408235728	0.0033748022217965287
11.23875	-23707.519175228746	29052.982782641124	-23677.86127375072	28843.343243631087	0.7031938198068202	0.2291464628955967	0.0643652070194094	0.0032945102781905848
14.985	-39362.86538152708	42048.10662860213	-39448.24125948204	42021.170046197956	0.7306713540484646	0.16337313171356257	0.10251080690545833	0.0034447073325439594
18.73125	-37690.93890393465	75307.46962036417	-37676.865208275514	75338.19395649513	0.7273981565793889	0.10362970185003825	0.165216189760371	0.0037559518102472256
22.4775	60219.16978173786	18519.99561234207	60286.498400397	18483.70388532822	0.7126308861479118	0.06754289892863242	0.215868431843051	0.003957783080466355
26.22375	29720.567260044856	2821.4540493546506	29784.340666875865	3365.1730500687518	0.7378356033110322	0.07466694121084684	0.18259015266536965	0.00490730281280146
29.97	100274.23346761292	49405.02907235038	100290.12247349802	49440.691832075805	0.7422994455002467	0.14076657128616937	0.11211520262417915	0.004818780589438308
