Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	55926.51821503643	32647.10955062776	-55967.657971585504	32659.617587770495	0.8410361441644507	0.08173823365352628	0.07602343096615827	0.0012021912158856523
-26.22375	-85077.34412125238	8191.576058272505	84913.1683223492	8309.81047730625	0.8280601223919171	0.06985940629765987	0.10075359027989997	0.0013268810305462474
-22.4775	-10887.604829564807	16120.545408137727	10855.960306555977	16147.595336419074	0.8172203362626804	0.10558870014689026	0.07604214909760598	0.0011488144928413883
-18.73125	3128.1284856380444	9673.701279840703	-3106.5897907901403	9662.997008345492	0.7803982288997258	0.1792280555713434	0.03932578801437221	0.001047927514566102
-14.985	-4320.084875160378	4383.936065372738	4326.087390192044	4386.409919513548	0.7132702583581343	0.26584057950178774	0.019959980353930987	0.0009291817861526561
-11.23875	4594.525505393745	19682.523649240113	-4512.925991412215	19710.475928177977	0.6634202826662317	0.32362745723455644	0.0121758132361658	0.0007764468630476618
-7.4925	1447.8950112883226	2907.9936991348	-1308.3558792351134	2911.723774538851	0.6180227214372435	0.37367261663180673	0.007563833271851728	0.0007408286591006916
-5.994	-1522.3773649564043	1903.1748865425413	1502.1901860985456	1904.6842405181046	0.6099402365581339	0.38259311729561585	0.006752686275339991	0.0007139598709119578
-4.4955	688.6697055284983	4094.252431784214	-697.8043847389717	4106.997790501517	0.6038476600217034	0.38926965601366753	0.00618005364936146	0.0007026303152695456
-2.997	231.3464220159711	8607.042773523492	-150.89070878173231	8686.160131762636	0.607330290937727	0.38596282803783155	0.006016756670451936	0.000690124353989396
-1.4985	76.62829819405219	235.99469278881332	-175.7581100896558	244.80969096370657	0.6097317958434614	0.38347282278115546	0.006133039933572913	0.0006623414418112571
-0.74925	1660.2700568504013	7202.033654638955	-1852.1774584204873	7315.133205979115	0.6089873203879606	0.3843236103858174	0.006003531584773526	0.0006855376414499371
-0.374625	-1974.4788920687506	12660.08323360371	1812.325030566876	12696.543288086117	0.6165429079934702	0.376506185773393	0.006292687242289348	0.0006582189908490626
0.374625	1194.7285532549558	4637.651076827469	1214.902302398933	4742.373381610428	0.6189916860927881	0.37406070478167885	0.006266579749809058	0.0006810293757264456
0.74925	-2149.076870351467	5105.819697773536	-2372.344991423253	5049.12225079993	0.6170043969588581	0.37600265518578	0.0063026725374389836	0.0006902753179235259
1.4985	507.7061396075339	1132.2100860200603	510.76535311062906	1162.4984148187652	0.6223133606953668	0.3702282258298545	0.006795467863422958	0.0006629456113578171
2.997	-3457.973661579614	5776.858919879625	-3462.953265925734	5799.81048602156	0.6343924125742126	0.3574481226394424	0.007489510528442839	0.0006699542579042411
4.4955	5820.551102635084	6325.17376192898	5844.950802069288	6347.981120036985	0.6447206742206585	0.34663498131082493	0.007928444819649836	0.000715899648868317
5.994	13301.9446550565	13230.507833798662	13337.669201933364	13276.796226461753	0.6649154509173123	0.324537453880146	0.00985240176221171	0.0006946934403321213
7.4925	-11363.138295078712	11492.234631670133	-11382.189830918423	11506.553567681725	0.6906434484283529	0.29687790174115103	0.011753092618861403	0.0007255572116386449
11.23875	29257.002899864452	18923.305828512217	29336.164420351226	18970.435600900957	0.7607298383200891	0.217615604286439	0.020917663123480347	0.0007368942699978855
14.985	-34084.92616913157	14005.908506423693	-34131.20199484509	14028.846471338466	0.8224322621568438	0.13637410748389536	0.04048577166742513	0.0007078586918472055
18.73125	30030.85360858016	28034.9586632992	30044.648882625992	28045.029115432022	0.843515181324745	0.08599620296648967	0.06982603306440194	0.0006625826443829326
22.4775	8308.483615521718	15818.629220203575	8274.932984164863	15821.217534277583	0.8630955315242367	0.06335110298964088	0.07291493774811235	0.0006384277380323121
26.22375	-5259.535042759751	11220.136828710945	-5229.6663419339075	11204.774009921022	0.8387624129353768	0.1240874755768646	0.0360340402648279	0.0011160712229419155
29.97	4703.832806918484	10227.49112658779	4733.64653468254	10227.846953196136	0.7738318868633446	0.20726128388614093	0.01793180328673463	0.0009750259637845613
