Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	-0.03323746680120583	1.683496156411373	0.033245681240583004	1.6836292987884844	0.5000878473113435	0.49990806066036936	3.7935768635278993e-6	2.984514245750733e-7
-26.22375	-1.8725500459900795	0.9185088490628311	1.8727454010765834	0.9186014705908263	0.5000890919013521	0.4999080755730828	2.568125111827672e-6	2.644004512102569e-7
-22.4775	-0.16918386738035196	0.6097451808776023	0.16919625376770644	0.6098458716865436	0.5000594074188567	0.4999386082048867	1.8049264407578625e-6	1.794498153230388e-7
-18.73125	-0.3168651708156849	0.9868557537493613	0.3169284299309884	0.9870506720259007	0.5000311126835608	0.4999677637080006	1.0166706886296512e-6	1.0693774968252579e-7
-14.985	-0.6092773328227594	0.59301643494979	0.6094712868626484	0.5931957501147149	0.5000203620897093	0.4999789599334557	6.012041565025541e-7	7.677267775050596e-8
-11.23875	0.28351032757141786	0.11945891192302245	-0.28367278689702397	0.11952568073167129	0.5000157801497276	0.4999837709247553	3.872925823697036e-7	6.163293455073358e-8
-7.4925	-0.09045324739439033	0.1257300474679615	0.09057469722185944	0.12590614098427172	0.5000127811220252	0.4999868763993452	2.905303725065915e-7	5.194825795895725e-8
-5.994	-0.028110730343667078	0.25998727497913127	0.028164948216622448	0.26052544533854116	0.5000127111585284	0.49998696809540427	2.70355306097106e-7	5.039076389151455e-8
-4.4955	0.011848343445787076	0.22333036025309572	-0.011890771118981357	0.22421114283685686	0.5000134063249152	0.4999862866859609	2.565473021335999e-7	5.044182313824761e-8
-2.997	-0.01048143613087975	0.04468185624915869	0.010500749660971677	0.04474424562212336	0.500015333532816	0.4999843565609079	2.583685531705058e-7	5.153772045298829e-8
-1.4985	-0.24854125430050145	0.3710355885648657	0.24980416436160985	0.3729120701670084	0.5000175220648008	0.49998216326472844	2.6070602802164667e-7	5.396444379333668e-8
-0.74925	0.0124222109330124	0.24509458997229058	-0.012616631314774791	0.24889770081714505	0.5000187398819995	0.49998094151915423	2.631689571327663e-7	5.542988832030861e-8
-0.374625	-0.06891692333702876	0.053055664260563885	0.06999203574190904	0.05387517250563741	0.5000212899908717	0.4999783868000164	2.665693037256507e-7	5.663980692269827e-8
0.374625	-0.05064416930823792	0.13489417403123527	-0.05144176488324553	0.13697302361606456	0.5000236166552608	0.49997605044953064	2.735384565397973e-7	5.935675141282876e-8
0.74925	0.006830232828211826	0.4383116773873246	0.006923958069178251	0.44511648861927466	0.5000230862776666	0.4999765745189308	2.7820652778427824e-7	6.09968731361284e-8
1.4985	-0.1644510344010391	0.1703175791790873	-0.1652867660668776	0.17118283838397907	0.5000252189460024	0.4999744309025268	2.863273801421585e-7	6.382409157542253e-8
2.997	-0.3081828991143637	0.18210402478240598	-0.3085708759899933	0.1823393118788662	0.5000315445717062	0.499968071049543	3.1206911860728667e-7	7.230963051286058e-8
4.4955	0.3618206664387064	0.07731478669537903	0.36323247790709495	0.07761497912671893	0.5000371756362552	0.4999623965167337	3.450112399119173e-7	8.283577034028138e-8
5.994	-0.21126435146525976	0.3610051782423433	-0.21170149004196914	0.3617516703342968	0.5000494560122792	0.49995004304993385	4.0046973285508825e-7	1.0046805197144231e-7
7.4925	0.4042949139721697	0.16989713320077157	0.4048098251220415	0.17011943055913928	0.5000666248086161	0.4999327702984898	4.800984396897542e-7	1.247944492134591e-7
11.23875	-0.297089796352048	0.3582827613977546	-0.2972609198954842	0.3584838062306735	0.5001174947913409	0.4998815026339817	8.098380291617691e-7	1.9273665133024774e-7
14.985	0.7704881860036864	0.26942569272889333	0.7707456402427165	0.269507701774778	0.5000982463193884	0.49990039670349806	1.1988872816212097e-6	1.5808983144562057e-7
18.73125	0.32917588838981776	0.25659444042945634	0.3292325403670704	0.2566484833328673	0.5000502661020636	0.49994869752935556	9.420131767623042e-7	9.43554049453661e-8
22.4775	0.000200064008573732	0.1862295596634295	0.0001986066785664355	0.18625500138727027	0.5000349910897985	0.4999642671173142	6.633534878918656e-7	7.843939750799752e-8
26.22375	-0.09012206584130253	0.07421062903744706	-0.09012988982542122	0.07421800158253886	0.5000266654910013	0.49997284150485904	4.1793125354823633e-7	7.507288902678527e-8
29.97	0.14686868827498412	0.08493951890588247	0.14687712473602751	0.08494654789892703	0.499991900079933	0.5000078430311018	2.0439313094855248e-7	5.249583547875502e-8
