Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	171420.38483200307	56212.3894721401	-171524.04680184185	56274.444016273206	0.7781872539636101	0.09142720909842231	0.12747215748976626	0.0029133794482351016
-26.22375	-82401.15167710424	49904.32625031786	82764.97228594776	49544.139597864676	0.7500508993616295	0.06509563593884828	0.1815973090354486	0.00325615566412259
-22.4775	92663.93946259168	11278.626036921381	-92386.12508193614	11270.223958883302	0.7474094550606383	0.10396225391177363	0.14552826876880445	0.0031000222588205705
-18.73125	44998.50487999657	15065.460685283699	-44884.653213126316	15019.546479502556	0.7490036527474849	0.16337260980842852	0.08494182592327339	0.0026819115208346726
-14.985	7134.065817992719	3628.369358690561	-7154.168719658658	3324.649790357219	0.7264272456767322	0.2215456863995753	0.04978630623128055	0.0022407616924246506
-11.23875	-9701.870353157088	9869.357255075212	9324.580376409715	10154.293419670448	0.6851857263380725	0.28240451479239703	0.03036911409610143	0.002040644773437472
-7.4925	221.8712558186288	3707.2301095276766	-206.71374255808934	3592.0017585507344	0.6575056565963	0.3191224641801764	0.021522369773910095	0.0018495094496187765
-5.994	-7272.606730331563	11569.380837349769	7323.316223865545	11595.037276874367	0.6471479836283947	0.33188312832419925	0.019158096280055405	0.0018107917673556738
-4.4955	-1170.541707299471	14918.131573271794	1910.249930612392	15058.139965213984	0.6431874993719744	0.33733862386524205	0.01771425753957593	0.0017596192232127313
-2.997	2402.793500723275	18730.05802089363	-2833.788808938896	18492.627324679248	0.6391561408650217	0.34217428453924165	0.01691513980536318	0.0017544347903789906
-1.4985	6278.884647173419	13843.033137069273	-6607.4212671368205	13909.67722811935	0.641463552724526	0.34007112046601107	0.016751764009793002	0.0017135627996744435
-0.74925	1008.7823659052857	12146.097152073171	-2235.9111960392947	11760.464789673739	0.6395186235698211	0.3421067998159979	0.016640080269835638	0.0017344963443484676
-0.374625	6539.3785543979175	6270.561846997304	-6648.09157581943	5642.5323968329585	0.6423537890805159	0.3391650884919016	0.016764890930397666	0.0017162314971902026
0.374625	13235.001643988133	19508.80572203962	15409.328032235942	18518.490896278232	0.6464524252745941	0.3347313800857979	0.017123427218499153	0.001692767421113044
0.74925	-1845.573341335426	1543.8068524391679	-2477.890120106332	1725.012279307816	0.6444814370854366	0.33664416203947106	0.01715844836601796	0.001715952509080622
1.4985	-15068.811116974339	6222.680651329558	-15282.448841363399	6132.0475908392	0.6476953478719429	0.3330355893174528	0.017555932957901425	0.0017131298527071034
2.997	-21358.80402277185	18485.50575838692	-21384.48208137212	18453.27367671451	0.6569629678662197	0.3224347663781587	0.018893059114526007	0.001709206641100738
4.4955	-3863.8738075103183	3496.4341178673117	-3539.2744068607017	3514.464481041384	0.6647413144065357	0.31312125832729926	0.020403401944281536	0.001734025321888425
5.994	-562.2065929288501	16722.31870507407	-679.9637772420883	16755.76945203982	0.6801016731281355	0.295048933887022	0.02308226587409428	0.0017671271107530953
7.4925	16120.078178621978	11635.948778705144	15792.65987862445	11379.718637031765	0.699154169950075	0.2715759562024691	0.027522449201614233	0.0017474246458493191
11.23875	-78287.90453238686	32322.865799428055	-78854.390772006	32341.01423733666	0.7462858636548155	0.20745607649510434	0.044525170469816425	0.0017328893802738676
14.985	-40200.800395527476	29285.42124483252	-40205.808945149714	29278.22979199664	0.7863145393637581	0.1356591637892322	0.07610935727249701	0.0019169395745338683
18.73125	-27552.86974780765	34346.24247040721	-27342.736614962785	34226.37123753268	0.7869949483619438	0.08167383396248376	0.12929999685694604	0.0020312208186653233
22.4775	-43698.14160596648	88175.58279653435	-43631.41846690219	88219.91091462453	0.7828644845326188	0.0632972322201738	0.15166595707644173	0.002172326170811922
26.22375	-78475.97960837216	4318.057622789609	-78489.95172244265	4323.459286295048	0.8013666561597903	0.09645403794295701	0.09935084717602027	0.0028284587212607398
29.97	2952.2285355396552	5200.850338665759	2955.703043053289	5202.027697588738	0.769208509907765	0.17481042221919815	0.05328167034991385	0.002699397523139634
