Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	-109936.0729517667	73987.96405149854	110159.48941216347	74104.35465968915	0.7108340161182173	0.1146789606544926	0.16856214968646938	0.005924873540866819
-26.22375	4417.484671834073	17668.77381424735	-4459.949949893511	18076.95949290606	0.6906501028719282	0.062200204132430284	0.24112372528954043	0.006025967706162691
-22.4775	38837.069151614225	14375.525947537522	-38726.24886306341	14212.832311850685	0.6804343843006765	0.07040153315921092	0.24440225819210493	0.004761824348065347
-18.73125	43934.20929587168	46225.56294889877	-44515.43471271992	46442.40754721489	0.7092802507438128	0.12455053428543925	0.1616385288872002	0.004530686083586463
-14.985	42233.840539474906	37250.830561365256	-42337.63633036226	35928.24540013356	0.706131123156333	0.18406700690290004	0.10543730871613635	0.004364561224653077
-11.23875	28851.794226421032	32242.89733423855	-28752.930971728383	32212.435689210324	0.679098152280935	0.2503151617348003	0.06628536049864306	0.004301325485636296
-7.4925	-2945.9368460325454	9927.73661232991	2946.9575743229357	10808.961490990803	0.6544784198308582	0.2937540119952299	0.04769340595775703	0.0040741622161670306
-5.994	-20998.855233649163	22886.895217885856	22654.427987443134	21972.786613902186	0.641401837575251	0.31217848622059846	0.04231367629763423	0.0041059999065266185
-4.4955	8299.003306659308	14901.115146502407	-10421.14960799353	14691.912210711262	0.635210604862126	0.3213376731637072	0.039410429127675124	0.0040412928465007845
-2.997	-14403.26728906229	6853.737606073522	15836.323170905447	5940.991180742801	0.6364455603020881	0.32154432115401366	0.03806454982170971	0.003945568722198305
-1.4985	4006.0030458491874	11904.777532691121	-2803.9935507230307	10757.6022866307	0.6334706643333872	0.32552496574081086	0.03708038489191494	0.003923985033894784
-0.74925	-21232.637106405306	28663.174959926342	21543.559757162922	33545.65575584923	0.6421521314071394	0.3165246841239813	0.03753482392854742	0.0037883605403405667
-0.374625	1071.8824870907858	13052.058236975847	-2038.1386837613825	12801.367769995599	0.6493203971348485	0.30876179116052843	0.038221647880971335	0.003696163823662002
0.374625	8692.598345200759	11377.056763392899	5745.666063798944	11622.265251493129	0.640791951430088	0.3180036448086494	0.03738712012532417	0.003817283635949603
0.74925	4423.382652155482	5010.936387588985	4583.476759919639	9569.537561018195	0.6363943823470783	0.32264929443569446	0.037081104952931696	0.0038752182643049054
1.4985	1811.3478015390638	60216.38282338388	939.7786902734186	61081.61226377477	0.6312328279906235	0.32763325485629136	0.03717119440478671	0.003962722748307531
2.997	-22200.075429272587	36802.34998591674	-17799.354372757974	36859.22621276241	0.6349098521792917	0.3226318373540825	0.038486221719811135	0.003972088746823498
4.4955	29364.321618735812	43155.966413333015	25278.25603376914	43343.10134301622	0.6383354483675818	0.31735512773928026	0.040301337371672644	0.004008086521475391
5.994	-5309.837141832228	5820.866263879043	-6688.927672551841	6767.667623353712	0.6499142901811782	0.30193681675430195	0.044187765380858425	0.003961127683672589
7.4925	52217.500697457945	27482.517501814396	52371.61856010759	27543.34494942084	0.6587295430251617	0.2878204120632974	0.04941004881424289	0.004039996097308495
11.23875	-13372.433158756283	7551.96885912937	-13468.149236550782	7398.51378994409	0.6858564533799552	0.23941683033142377	0.07053317152124483	0.004193544767393629
14.985	-5141.684326754219	31307.74465428324	-6638.317696627453	31308.73188287006	0.709063595852507	0.1778168807724567	0.10882664954860333	0.004292873826461904
18.73125	-36556.360646406196	71807.85436889186	-36926.490589816734	71936.40196654627	0.70930346896791	0.11542239519056016	0.17077961569533817	0.004494520146236995
22.4775	-37543.53238273193	67204.22008552346	-37614.03823743771	67528.51527197691	0.6857183550824901	0.06964564774882648	0.2398071196091215	0.004828877559622376
26.22375	4669.571522407448	116461.57706781529	4431.532727578182	116540.62538830529	0.6993901066241606	0.06283493586343443	0.23223656493415817	0.0055383925783036225
29.97	-86636.4252164724	51553.98583116102	-87496.65944322837	51538.415345228095	0.7178230783079775	0.12365919282154789	0.15263616913322903	0.005881559737286357
