Speed	av	del_av	ar	del_ar	PFHigh	PFLow	PFeThreeHalfHigh	PFeThreeHalfLow
-29.97	451.1393418284178	2519.275244951207	-451.2169411288396	2519.413180856838	0.6416985536033503	0.35230652657407285	0.005692395483533138	0.00030252433904492194
-26.22375	2073.8948522505684	1023.6330405750824	-2092.4139965399477	1018.1811463031403	0.6080265780676193	0.3862334291185293	0.005497762968687466	0.00024222984516506437
-22.4775	-1002.5812577443421	2138.148067747774	1002.6756670805161	2138.476342206717	0.56926212753058	0.42775358946475706	0.002812262794456926	0.00017202021020588863
-18.73125	-1236.9127598273628	1244.697214026346	1237.1391077219787	1244.9744962142238	0.5403126339148339	0.4581305360985506	0.001446858353759696	0.00010997163285787943
-14.985	16.863768574522922	287.2831409869466	-16.739756015655487	287.3689837527213	0.5232693726042048	0.4759312182384125	0.0007230088943749236	7.640026300768349e-5
-11.23875	226.96809783486862	138.53962439860067	-227.12027165153276	138.61931883976848	0.5141332243131652	0.485374558654156	0.00043528765890565543	5.6929373773412994e-5
-7.4925	-53.92668158380933	169.07271661586512	53.869858212622404	169.407366931982	0.5104250943069528	0.4892110767496658	0.0003163386968434517	4.749024653860555e-5
-5.994	-10.045154481394134	88.64549733889588	10.076219358888928	88.812675027484	0.5098779239153117	0.48978602104608426	0.0002905816144111179	4.547342419212167e-5
-4.4955	158.1584288242649	662.3896738846917	-158.90357984655472	665.1410619079659	0.5097636942244383	0.48991697564778264	0.00027469878759735043	4.463134018152299e-5
-2.997	159.27114817214047	726.0090096055227	-159.9420260599964	726.9251892591737	0.5107012745243258	0.48898285864659446	0.00027160729646207694	4.425953261543156e-5
-1.4985	375.02384883466027	445.29962701073896	-376.9255731002685	447.56066631374784	0.5115554973459313	0.4881254457159719	0.0002745889590257789	4.4467979069573624e-5
-0.74925	-227.45226666414763	628.761181384035	230.98429808645318	638.4905920572585	0.5119349688558837	0.4877452454281619	0.00027460697323896397	4.517874271691407e-5
-0.374625	25.51661784945307	236.4691688197156	-25.906816003340513	240.24438050444127	0.5134170622661922	0.48625561889245766	0.0002821914745777313	4.512736677108769e-5
0.374625	-194.16073558847114	654.9254301813924	-196.90747729846436	665.2406596232488	0.5142259962828465	0.48544272396941013	0.0002848134590746222	4.646628867140231e-5
0.74925	181.74268326176093	321.3225747838497	184.56416912074053	327.31079346227955	0.5135897685409743	0.48607846057892684	0.000284246217840829	4.752466225801726e-5
1.4985	100.94101442404119	234.583950018637	101.17787981220802	235.6081677738179	0.5145334037112361	0.4851228099579701	0.0002955098121663003	4.827651862931191e-5
2.997	-482.056348528601	279.1068651113926	-482.6783272506233	279.48168086000607	0.5171526938722326	0.4824702818117443	0.000325755118892888	5.126919712944668e-5
4.4955	-321.35947854090307	472.5577427432934	-323.3012667205001	474.286801530972	0.5191883360669352	0.48039396164593606	0.0003627088443312722	5.499344279681125e-5
5.994	-205.80783863867617	288.30128020049887	-206.30113390562033	288.9389530296058	0.5239397156624377	0.4755598681752575	0.00043981448914825533	6.060167315585243e-5
7.4925	579.2209276263122	164.73174981579868	579.8792819863964	164.88367347985172	0.5303701931084535	0.4690287145949784	0.000531677654940153	6.941464162607365e-5
11.23875	-502.82998454909796	354.82574977293757	-503.0960406279025	355.04357083555885	0.5572563735511815	0.4417112302168	0.0009260393190535964	0.00010635691296613945
14.985	-723.9667546024442	811.508172648088	-724.1322292752262	811.7074145694482	0.6057787004612082	0.39208863160680707	0.0019696618237213716	0.00016300610826490292
18.73125	857.7741059804803	496.251992753379	857.9395188773971	496.397290380435	0.6191475233439376	0.3777342677780622	0.0029506521792739297	0.00016755669872754104
22.4775	2219.0583654920247	863.2457595314904	2219.3756645942562	863.3573063725942	0.585586872580977	0.4122565961704814	0.002029345834291717	0.00012718541425112923
26.22375	108.16742754839312	462.4145025821755	108.18815930588663	462.4653411271835	0.5608029024813301	0.4380888970338793	0.0010017240463627325	0.00010647643842871778
29.97	243.9567712806104	245.6459394633961	243.97007400960172	245.6718756579953	0.5198137142796814	0.479695995582774	0.0004189001827557215	7.138995478935884e-5
