displacement (mm),userSpeed (Gamma/kA),userSpeed (m/s),longSpeed (Gamma/kA),longSpeed (m/s),forceProjOnVelAve (1e-3\hbar*k*\Gamma),forceProjOnVelStd (1e-3\hbar*k*\Gamma),accelProjOnVelAve (mm/ms^2),accelProjOnVelStd (mm/ms^2),forceProjOnPosAve (1e-3\hbar*k*\Gamma),forceProjOnPosStd (1e-3\hbar*k*\Gamma),accelProjOnPosAve (mm/ms^2),accelProjOnPosStd (mm/ms^2),forceProjOnLongAve (1e-3\hbar*k*\Gamma),forceProjOnLongStd (1e-3\hbar*k*\Gamma),accelProjOnLongAve (mm/ms^2),accelProjOnLongStd (mm/ms^2),PF1Down,PF0,PF1Up,PF2,PExc
0.5,0.1,0.43956900000000004,32.0,140.66208,1.5364176937234844,0.7582256765810355,0.3579686137297043,0.17665833675879886,1.576327321105231,0.7298317225799404,0.3672671228829607,0.17004285426754717,0.0,0.0,0.0,0.0,0.23934602333274502,0.039229538971026504,0.21620143726677502,0.40840462255820204,0.09681837787126045
0.5,0.25,1.0989225,32.0,140.66208,3.04984209727882,1.7155186189784184,0.7105800409077296,0.3996971815489413,3.082297148327758,1.7005648199796948,0.7181417148457324,0.39621310900835965,0.0,0.0,0.0,0.0,0.2373558660849375,0.043874010147745064,0.20348855517472222,0.4060280501626967,0.10925351842990849
0.5,0.5,2.197845,32.0,140.66208,2.46865326978542,0.6428177606144444,0.5751693646685064,0.1497695474271199,2.4399451978858595,0.7046165615738879,0.5684806961230192,0.1641679959740105,0.0,0.0,0.0,0.0,0.23296063024905492,0.04898252307662322,0.2029140906445891,0.38525221193750964,0.12989054409223189
0.5,0.75,3.2967675,32.0,140.66208,-2.9619558314294876,1.2589805488189816,-0.6901034967488807,0.29332877616189645,-2.8433539075048078,1.333983214398886,-0.6624705382985633,0.31080358157018606,0.0,0.0,0.0,0.0,0.23288339364534527,0.05213467922950134,0.22032138997911663,0.34778154140143913,0.14687899574460714
0.5,1.0,4.39569,32.0,140.66208,-5.178012822771685,0.862874887953637,-1.2064206755847262,0.20104046492354974,-5.164171053929332,0.9568017784093162,-1.2031956939769866,0.22292440892244808,0.0,0.0,0.0,0.0,0.23554387001259458,0.052858562402954085,0.23231170841959145,0.32589105621827175,0.1533948029465988
0.5,2.0,8.79138,32.0,140.66208,-20.49520059025421,0.9594956862791896,-4.7751588473478765,0.22355206015923973,-20.42919407503763,0.9942609845714069,-4.759780047138967,0.23165199658043825,0.0,0.0,0.0,0.0,0.26714357204846617,0.05510724342540799,0.24528190841030814,0.2589756151920883,0.17349166092374174
0.5,3.0,13.18707,32.0,140.66208,-28.679905314297702,3.2483098451167325,-6.682106037439343,0.7568208677699985,-28.62094330397849,3.255794591536125,-6.668368530260854,0.7585647322873192,0.0,0.0,0.0,0.0,0.2604844495194714,0.05995860934234349,0.22824151849317018,0.26185173691963215,0.18946368572539699
0.5,4.0,17.58276,32.0,140.66208,-24.28662074011253,2.3731962335365386,-5.658518509668918,0.5529289133404914,-24.244454376677577,2.3455789484516214,-5.648694205557806,0.54649438626025,0.0,0.0,0.0,0.0,0.2511253965133111,0.057777429659007146,0.22722643132010817,0.27851085388077024,0.1853598886268165
0.5,5.0,21.978450000000002,32.0,140.66208,-24.620021609505073,2.749773587986004,-5.736197286423624,0.6406673415589156,-24.60897122881021,2.7528042106719157,-5.733622667897239,0.6413734436859905,0.0,0.0,0.0,0.0,0.2558261164200521,0.05757444588697613,0.23272319183159743,0.2658422636428016,0.188033982218586
1.5,-5.0,-21.978450000000002,32.0,140.66208,-22.876533496367795,4.46163976312023,-5.329983516910571,1.0395135434133556,22.882097623493557,4.457157163925422,5.331279898019667,1.0384691465502978,0.0,0.0,0.0,0.0,0.26037490878192454,0.05673258001476163,0.2382337269101385,0.2603658318035879,0.1842929524895995
1.5,-4.0,-17.58276,32.0,140.66208,-21.828037970647323,0.8930572596020186,-5.085695462055935,0.2080726292771519,21.849589910696565,0.8798629665476831,5.090716829704934,0.20499850248656704,0.0,0.0,0.0,0.0,0.25275423799427743,0.056118186854795804,0.23976612055762814,0.2685342568236201,0.18282719776969097
1.5,-3.0,-13.18707,32.0,140.66208,-26.77774703143612,3.529958765938597,-6.238923843956364,0.8224420033224867,26.811877280570066,3.5060728517368847,6.246875820829995,0.8168768450784861,0.0,0.0,0.0,0.0,0.2617492289809664,0.06022453677139094,0.23301767329837145,0.2602354636451969,0.18477309730408759
1.5,-2.0,-8.79138,32.0,140.66208,-19.473579030430482,1.9289932246728443,-4.537132134286411,0.44943444308862907,19.51870060996947,1.9193863300036906,4.547644971611086,0.4471961411079809,0.0,0.0,0.0,0.0,0.2661410165451943,0.05766304509968743,0.24481314196356724,0.26248280678946456,0.16889998960209746
1.5,-1.0,-4.39569,32.0,140.66208,-5.123282473202721,1.188945892077313,-1.1936690993407273,0.277011462784638,5.082398231046391,1.2470007238642717,1.1841435155441604,0.29053760723089495,0.0,0.0,0.0,0.0,0.23361293607978906,0.05368180499810833,0.22622470364888897,0.33707800862929055,0.14940254664393357
1.5,-0.75,-3.2967675,32.0,140.66208,2.2211332030267252,1.7170301007834314,0.5174998809533311,0.4000493403717852,-2.09032302365986,1.7057426383629066,-0.48702253175266624,0.39741948438164154,0.0,0.0,0.0,0.0,0.23740624675818,0.05248514805546449,0.2112784087963983,0.3589489331724832,0.13988126321748445
1.5,-0.5,-2.197845,32.0,140.66208,4.248018901105128,1.3872092514717873,0.9897422057415226,0.3232046693623587,-4.44202418805151,1.4818677346364086,-1.0349433277463884,0.3452590665061958,0.0,0.0,0.0,0.0,0.22767821930869242,0.04878346078667302,0.19636651167054453,0.40230040132177425,0.12487140691232457
1.5,-0.25,-1.0989225,32.0,140.66208,4.623184340788016,1.9216511768425892,1.077151673174243,0.44772382579069614,-4.723377258365026,1.9368824802320166,-1.100495533347876,0.4512725538363855,0.0,0.0,0.0,0.0,0.2274985894744742,0.04511321379374471,0.18561124881248284,0.4338797684007346,0.10789717951857364
1.5,-0.1,-0.43956900000000004,32.0,140.66208,-0.09193079211058394,1.001220470847261,-0.021418874792535438,0.23327348119664362,-0.1335236202648953,0.8664709948041871,-0.031109551420590645,0.20187831871121056,0.0,0.0,0.0,0.0,0.25095690287863553,0.042024599472134716,0.17694710327116958,0.4348219604044502,0.09524943397361912
1.5,-0.05,-0.21978450000000002,32.0,140.66208,-0.10129319480862523,0.2054798992126107,-0.023600212802822797,0.04787458187375944,0.07012790163770058,0.15631625134185803,0.016339038423973485,0.0364199865862386,0.0,0.0,0.0,0.0,0.23830391376743193,0.039648707080150704,0.19415526040522083,0.43381128997321683,0.0940808287739914
1.5,0.05,0.21978450000000002,32.0,140.66208,1.3165407751503984,0.295954816729479,0.3067396829159641,0.06895425371894162,1.149439681681436,0.26922865676252644,0.2678069454018336,0.06272734909998834,0.0,0.0,0.0,0.0,0.2555929112165565,0.04130780780002994,0.18899179783314846,0.42213954558294814,0.09196793756732836
1.5,0.1,0.43956900000000004,32.0,140.66208,1.8560750728090527,0.9074400076019506,0.4324453067066113,0.21142365314533051,1.7246564584197988,0.8492565374608977,0.4018261987626055,0.1978675373615423,0.0,0.0,0.0,0.0,0.25687351821567744,0.043389137960483964,0.1876964209705919,0.41642378334484553,0.09561713950840994
1.5,0.25,1.0989225,32.0,140.66208,3.3593288305949187,1.0341319316196214,0.782687084028542,0.24094149363663947,3.403832826422711,1.070593940636022,0.7930560310648775,0.24943674520444004,0.0,0.0,0.0,0.0,0.24952281621384786,0.04696499985733747,0.18609398877744357,0.4115101469822677,0.10590804816911292
1.5,0.5,2.197845,32.0,140.66208,2.4052882949140417,1.3381820425167623,0.5604060146326489,0.31178186285839676,2.598199590654796,1.3563479202130273,0.605352248584018,0.31601431480338565,0.0,0.0,0.0,0.0,0.24582162697713913,0.05146344403114386,0.1963487423944404,0.3790566889207739,0.12730949767651284
1.5,0.75,3.2967675,32.0,140.66208,-5.085040967214715,2.506360340457854,-1.1847592443309953,0.5839547020618211,-5.207842882968851,2.404980920441595,-1.213370755201666,0.5603343997233393,0.0,0.0,0.0,0.0,0.23468492391164683,0.052740276024233014,0.22895041226288929,0.33836706364353647,0.14525732415770498
1.5,1.0,4.39569,32.0,140.66208,-7.498851435006843,2.446523335892656,-1.7471508325635814,0.5700133307397873,-7.446276032734707,2.398842387212144,-1.7349013356041787,0.5589041882388861,0.0,0.0,0.0,0.0,0.24344104198308694,0.05519219649594091,0.23475238676002944,0.3166165501447321,0.1499978246162217
1.5,2.0,8.79138,32.0,140.66208,-19.527404942220812,4.041853650565168,-4.549672986363965,0.9417079444618494,-19.48067658708218,4.030005434969495,-4.53878578779864,0.9389474390802204,0.0,0.0,0.0,0.0,0.27528674283143684,0.05997895528566527,0.23038059169200156,0.2649382888600803,0.16941542133082757
1.5,3.0,13.18707,32.0,140.66208,-27.256392214422203,5.902070415403117,-6.350442966211906,1.3751182203693078,-27.24766791458681,5.91145861415662,-6.348410299229096,1.3773055685799793,0.0,0.0,0.0,0.0,0.2683641774195692,0.0637097175076643,0.22262533205108276,0.2616080541839798,0.1836927188377171
1.5,4.0,17.58276,32.0,140.66208,-21.22218660021925,2.6242439978431085,-4.944538681523953,0.6114203122197719,-21.23872954497888,2.636790819314569,-4.948393007744488,0.6143435851729543,0.0,0.0,0.0,0.0,0.2659255102415753,0.05635009892420478,0.22496133657644318,0.27863052029707547,0.1741325339607131
1.5,5.0,21.978450000000002,32.0,140.66208,-20.149311617860253,4.198567595304326,-4.694570478404931,0.9782205892846487,-20.13866401044034,4.197627741670429,-4.692089701671355,0.9780016136090824,0.0,0.0,0.0,0.0,0.2657766141331262,0.056502127394441916,0.2398499051319088,0.2587581096717871,0.1791132436687481
3.0,-5.0,-21.978450000000002,32.0,140.66208,-14.87179608413283,3.2259943999884304,-3.464966753283168,0.7516216117408777,14.863642402892726,3.210599703341385,3.4630670342274463,0.748034814843104,0.0,0.0,0.0,0.0,0.2807014154472608,0.054701070487807334,0.25255289244803675,0.2526391548682407,0.15940546674866551
3.0,-4.0,-17.58276,32.0,140.66208,-20.03766326067681,2.4562173231492643,-4.66855762538363,0.5722719243461598,20.024992511532393,2.4311119364236986,4.6656054786303915,0.5664226422661551,0.0,0.0,0.0,0.0,0.2716259334756904,0.05026190389674134,0.2573575392268678,0.2574876793364671,0.1632669440642455
3.0,-3.0,-13.18707,32.0,140.66208,-28.778594532961563,3.7597868163984947,-6.705099552119297,0.8759894396449278,28.776426057598783,3.7349928303920414,6.704594320942454,0.8702127105459194,0.0,0.0,0.0,0.0,0.2735782909543937,0.06068930843721704,0.2416779076137424,0.2539969268582894,0.17005756613636894
3.0,-2.0,-8.79138,32.0,140.66208,-17.044689743559104,4.018813014588569,-3.9712273451941043,0.9363397268516985,17.05758712502767,4.032983646096379,3.974232294814189,0.9396413298840299,0.0,0.0,0.0,0.0,0.2759236938534627,0.06598933938785169,0.24408261322691427,0.2602529433203105,0.15375141021147118
3.0,-1.0,-4.39569,32.0,140.66208,-1.5745083319979132,0.8486632318803119,-0.36684331820289484,0.19772930361360513,1.6293925510366123,0.8523075730820443,0.37963074435997507,0.19857839548053138,0.0,0.0,0.0,0.0,0.2446032969510307,0.06005225357368353,0.22974120465502412,0.3279761171402902,0.13762712767998106
3.0,-0.75,-3.2967675,32.0,140.66208,3.61341287092318,1.2362811018471167,0.8418859022006526,0.288040051879337,-3.4985282701752083,1.2594645405172058,-0.8151190396237346,0.29344154096405783,0.0,0.0,0.0,0.0,0.24545306899441527,0.05682260146782939,0.20997097747077736,0.3591906974193959,0.12856265464759095
3.0,-0.5,-2.197845,32.0,140.66208,9.850742243958475,2.989555801449945,2.2951158136773495,0.6965339896074084,-9.938121658425374,3.1125338345897617,-2.3154742669762207,0.7251865339136241,0.0,0.0,0.0,0.0,0.2477494964985082,0.0531017700450667,0.17489836442904344,0.4112186066735611,0.11303176235382825
3.0,-0.25,-1.0989225,32.0,140.66208,6.873616442487659,1.9305499961457127,1.601477878885872,0.44979715391154734,-6.915275190903837,1.9970324361226823,-1.6111839142180435,0.4652868394138332,0.0,0.0,0.0,0.0,0.24157552631092308,0.04979159825896179,0.14480985524413706,0.468224431007603,0.09559858917838335
3.0,-0.1,-0.43956900000000004,32.0,140.66208,3.9054596305323375,0.7400129714963597,0.9099296211116101,0.1724149745415692,-3.8896045223561098,0.7725446064773547,-0.9062355533346217,0.17999449170287274,0.0,0.0,0.0,0.0,0.25739130426704465,0.050188995333961844,0.13989349092827036,0.4610846923100543,0.09144151716067683
3.0,-0.05,-0.21978450000000002,32.0,140.66208,2.2487432383550128,0.23866010732759568,0.5239327189191206,0.05560520952189553,-2.1934613094297877,0.15847501488905646,-0.5110526306836695,0.03692295501566878,0.0,0.0,0.0,0.0,0.2634409075872365,0.05045760778411201,0.13962123180491504,0.4557591668117082,0.09072108601204062
3.0,0.05,0.21978450000000002,32.0,140.66208,2.823521346927283,1.6232489954902867,0.6578497673678136,0.378199362730309,2.7440308885386786,1.6235788835777547,0.6393293550409112,0.3782762230670777,0.0,0.0,0.0,0.0,0.2709334902018386,0.05271280872941277,0.14979229556168794,0.4324946759751387,0.09406672953193336
3.0,0.1,0.43956900000000004,32.0,140.66208,3.6869371598947422,1.926889096522924,0.8590162619368957,0.4489442041125917,3.807879548873723,1.9529805758831,0.8871945232917511,0.45502323505246867,0.0,0.0,0.0,0.0,0.26697572854607937,0.05463230726838413,0.1549660066095469,0.4251177805045492,0.09830817707144957
3.0,0.25,1.0989225,32.0,140.66208,4.769637363639472,1.101547693770126,1.1112736347871737,0.25664863305525837,4.614087878206543,1.0734187001707154,1.075032296318954,0.25009488345609177,0.0,0.0,0.0,0.0,0.2639396581968934,0.056391067479066845,0.1672044701000593,0.40484588907375424,0.10761891515023614
3.0,0.5,2.197845,32.0,140.66208,0.6796351478077237,1.6762795989837709,0.15834759824531097,0.39055491662386416,0.6222532247434718,1.7788494565010136,0.1449782342134023,0.4144525779537842,0.0,0.0,0.0,0.0,0.25946116856574614,0.05932334178879049,0.19554396919332653,0.3616591662859022,0.12401235416624345
3.0,0.75,3.2967675,32.0,140.66208,-11.743507149572869,2.062551712179644,-2.7361094524169465,0.4805521181973939,-11.57492506693677,2.181667614403781,-2.6968316605329825,0.5083048280018486,0.0,0.0,0.0,0.0,0.24594817506159122,0.06039861221536606,0.23364323736533008,0.321163000591153,0.13884697476656999
3.0,1.0,4.39569,32.0,140.66208,-15.192374282514042,3.9433667674661024,-3.5396579871418306,0.9187615717680466,-15.128226355622676,3.9074073145715587,-3.5247122178001056,0.9103834103112214,0.0,0.0,0.0,0.0,0.26468455961357673,0.06001093962745488,0.23239303777935932,0.3030797212020557,0.1398317417775639
3.0,2.0,8.79138,32.0,140.66208,-30.026280270759177,7.520130785057471,-6.995796760146971,1.7521086897073843,-30.029270253858854,7.517822331750583,-6.996493393692418,1.7515708451918583,0.0,0.0,0.0,0.0,0.278523470767504,0.06788536359777017,0.21292856080239292,0.2805105016942269,0.16015210313811704
3.0,3.0,13.18707,32.0,140.66208,-40.912449732620765,2.321827809295569,-9.532155855078466,0.5409606291361776,-40.95770221570283,2.3174010182649387,-9.54269919150507,0.5399292349684461,0.0,0.0,0.0,0.0,0.275746796657089,0.0667282628083806,0.2084942745280738,0.27238035639221264,0.17665030961425615
3.0,4.0,17.58276,32.0,140.66208,-22.04721674809865,3.5239547586688245,-5.136761733580756,0.8210431349236368,-22.04137913933899,3.5164097612876795,-5.135401634225139,0.8192852325874712,0.0,0.0,0.0,0.0,0.2859727332112247,0.05327262245203669,0.22868545136493884,0.27921965944904725,0.15284953352276248
3.0,5.0,21.978450000000002,32.0,140.66208,-17.698217048446462,1.1502827521337986,-4.123492099967972,0.26800337164864235,-17.679370167813182,1.153953383976025,-4.119100981744728,0.2688585889488867,0.0,0.0,0.0,0.0,0.3146881949973844,0.060880084024563776,0.20792989171242965,0.25949180225009105,0.1570100270155423
4.5,-5.0,-21.978450000000002,32.0,140.66208,-15.059938304235574,3.4980303723215482,-3.5088018444757125,0.8150030348385893,15.06085339210976,3.4889665196992747,3.5090150499985993,0.8128912557491528,0.0,0.0,0.0,0.0,0.3393768347727517,0.06244822686408602,0.23929630611066424,0.2436708626371863,0.11520776961531862
4.5,-4.0,-17.58276,32.0,140.66208,-24.570428841583443,4.976476278385617,-5.724642710831032,1.1594648525006295,24.559596975439533,4.97776319128864,5.722119003818621,1.15976468921155,0.0,0.0,0.0,0.0,0.3222194125195668,0.049079277046544384,0.242489025136563,0.2544816986592265,0.13173058663810838
4.5,-3.0,-13.18707,32.0,140.66208,-33.67265759156488,5.762391655287478,-7.845363020674017,1.3425745883021034,33.67675215358558,5.739574452545529,7.846317009095506,1.3372584282057365,0.0,0.0,0.0,0.0,0.28179320073003367,0.06072908879207052,0.2616420843789875,0.24855952685870128,0.14727609924021715
4.5,-2.0,-8.79138,32.0,140.66208,-23.077500850478554,3.1313667554747444,-5.376806724850599,0.7295743996673308,23.051383089796058,3.156208269035632,5.3707215706484375,0.735362202169649,0.0,0.0,0.0,0.0,0.2721994948617178,0.07187670919622764,0.2707470981081671,0.24680347015985343,0.13837322767404397
4.5,-1.0,-4.39569,32.0,140.66208,-6.244245295524809,0.48100373644230254,-1.4548412462044518,0.11206863956101237,6.268709768366783,0.5275799477865871,1.4605412023196704,0.12292039027685382,0.0,0.0,0.0,0.0,0.2575442699406795,0.06719559875596733,0.24605761943660792,0.3119968999331532,0.11720561193360059
4.5,-0.75,-3.2967675,32.0,140.66208,1.7727579420276158,0.8250555511159791,0.41303332132815135,0.19222897073465917,-1.8181369795800515,0.8232890015546621,-0.4236061435700417,0.191817383898519,0.0,0.0,0.0,0.0,0.2539454213682294,0.06766626330356437,0.23163513567597546,0.33580722844851996,0.11094595120371868
4.5,-0.5,-2.197845,32.0,140.66208,7.003084482724775,1.2837996446421027,1.6316425242653874,0.2991113555751132,-7.112724440629151,1.3620363624357816,-1.657187442096486,0.3173396599781252,0.0,0.0,0.0,0.0,0.25492774052704853,0.06611264044524189,0.1936925549618273,0.38481423605701326,0.1004528280088759
4.5,-0.25,-1.0989225,32.0,140.66208,8.664390552465552,0.843245750917542,2.018708771416326,0.1964670894656738,-8.644540722576112,0.7798330555031305,-2.014083976923708,0.18169262106226175,0.0,0.0,0.0,0.0,0.26283165517239493,0.06701620442042104,0.19281736344877246,0.3742315315954222,0.10310324536299903
4.5,-0.1,-0.43956900000000004,32.0,140.66208,6.902943719077438,0.9566112198486812,1.6083108153901817,0.2228800108501898,-6.969480268799772,0.869978409358387,-1.6238131078746811,0.2026955081583716,0.0,0.0,0.0,0.0,0.272188208703839,0.07269352999875955,0.18329025176435032,0.37029223193251576,0.10153577760054533
4.5,-0.05,-0.21978450000000002,32.0,140.66208,5.140265649486205,0.7510531195792342,1.1976259947186974,0.17498720898064257,-5.090094032194652,0.7844816341594586,-1.1859365535180373,0.1827756893347876,0.0,0.0,0.0,0.0,0.27339384722931426,0.07428374124787385,0.18679764886879044,0.36264231016498144,0.10288245248905373
4.5,0.05,0.21978450000000002,32.0,140.66208,1.597468773558362,0.8362711335589453,0.3721928513862161,0.19484207947174353,1.3775321958192954,0.8488548012075998,0.32095002063561007,0.19777393718350122,0.0,0.0,0.0,0.0,0.2765112809414662,0.07820429086786024,0.1869645378907679,0.35281082091647137,0.10550906938344634
4.5,0.1,0.43956900000000004,32.0,140.66208,2.0462644064674507,0.5113981713442024,0.4767573530947765,0.11915021234644595,1.8315411457584392,0.5107006320110952,0.4267291685161106,0.11898769326773813,0.0,0.0,0.0,0.0,0.27252978349551893,0.07899608004960593,0.19060090592407758,0.3483246896238523,0.10954854090695433
4.5,0.25,1.0989225,32.0,140.66208,2.624544655149382,1.0884522975171051,0.6114903621024139,0.25359754814385355,2.509224617675423,1.1056195050823068,0.5846220475038186,0.25759732080907993,0.0,0.0,0.0,0.0,0.27777688822285657,0.07973661716803637,0.1876083342604732,0.34500274846426526,0.10987541188437919
4.5,0.5,2.197845,32.0,140.66208,-8.49294736217023,1.1156548170052574,-1.9787643725629898,0.2599354393507233,-8.458281808184,1.249837958708786,-1.9706876754803428,0.291198652094063,0.0,0.0,0.0,0.0,0.27152583403065184,0.08266085851906999,0.20735919858591295,0.3129720134823245,0.12548209538204905
4.5,0.75,3.2967675,32.0,140.66208,-21.550019529719783,3.2997976616505413,-5.020920188836492,0.7688169690801243,-21.498151113594247,3.37054498003645,-5.008835411960605,0.7853003248701258,0.0,0.0,0.0,0.0,0.2831849863726557,0.08229151669733144,0.21610680313590305,0.2851215509945456,0.13329514279957344
4.5,1.0,4.39569,32.0,140.66208,-23.936196012176477,5.353207755303792,-5.576873359012085,1.2472391895781445,-23.908778924851102,5.364199724941777,-5.570485475832619,1.2498001989635106,0.0,0.0,0.0,0.0,0.2807422921191829,0.08253647615575962,0.21807220151242757,0.2917922980525143,0.12685673216012397
4.5,2.0,8.79138,32.0,140.66208,-48.54895277587792,3.634988235666598,-11.31137801537039,0.8469127275486455,-48.55041403835271,3.627483051700946,-11.31171847363544,0.8451641013053095,0.0,0.0,0.0,0.0,0.2916127200689805,0.08588448343773263,0.18235835135739534,0.2859362924225866,0.15420815271331614
4.5,3.0,13.18707,32.0,140.66208,-37.97350939138854,2.9468373380465733,-8.847414717246618,0.6865810522078732,-37.977566160299915,2.953244325645176,-8.848359900284642,0.6880738106408335,0.0,0.0,0.0,0.0,0.3189800429438917,0.06412015760249277,0.19058468369359133,0.28451113278687273,0.141803982973161
4.5,4.0,17.58276,32.0,140.66208,-18.81279249797751,2.968132926203529,-4.383176058435582,0.6915426926538575,-18.81118129894476,2.965957814694688,-4.382800666583124,0.6910359153271525,0.0,0.0,0.0,0.0,0.34525741327538273,0.04589218760971773,0.21513865952786776,0.28294648360922087,0.11076525597781858
4.5,5.0,21.978450000000002,32.0,140.66208,-14.573661105948968,1.132691510453495,-3.395504545655129,0.26390480364606905,-14.552288766533316,1.1310259231655952,-3.390525023000557,0.26351673992164637,0.0,0.0,0.0,0.0,0.41127111838550945,0.0639964247842573,0.17952344193200337,0.24171173385594452,0.10349728104229333
6.0,-5.0,-21.978450000000002,32.0,140.66208,-15.352905864032097,1.0057390844170506,-3.577060099816405,0.23432626901740727,15.351916373994815,1.011482587853114,3.5768295593986577,0.23566444285604402,0.0,0.0,0.0,0.0,0.39690004987580046,0.07564393007287706,0.23520204817227514,0.2260173559720029,0.06623661590704881
6.0,-4.0,-17.58276,32.0,140.66208,-24.712053707619784,0.7195936581682408,-5.757639764413394,0.16765749660100684,24.71806116881182,0.7244461295735455,5.7590394375385685,0.1687880696666621,0.0,0.0,0.0,0.0,0.38736224613723225,0.05902501904807979,0.23047147105084093,0.23660659222375088,0.08653467154010085
6.0,-3.0,-13.18707,32.0,140.66208,-40.48513479843804,1.4982307696753,-9.43259612256544,0.3490714757183594,40.508270426830556,1.4956825288184952,9.437986472375435,0.3484777633114493,0.0,0.0,0.0,0.0,0.31654012433989576,0.06599659909306742,0.2512052927913052,0.24774120424271193,0.11851677953302775
6.0,-2.0,-8.79138,32.0,140.66208,-34.143823759134385,2.9760076964009397,-7.95513961367357,0.6933774284698551,34.12580054053093,2.9915230638368295,7.950940399745754,0.6969923403491062,0.0,0.0,0.0,0.0,0.2580755724028569,0.09323645159641009,0.2878213290248364,0.24359182130173043,0.11727482567417441
6.0,-1.0,-4.39569,32.0,140.66208,-10.463967864123443,2.2506898509927105,-2.4379907142013075,0.5243862584938287,10.49799145258554,2.2495617074313268,2.445917840298359,0.524123413312856,0.0,0.0,0.0,0.0,0.2688759572921173,0.11142595467789959,0.24639718186207155,0.2805214029758894,0.09277950319202763
