Speed	av	del_av	ar	del_ar	PF1Down	PF0	PF1Up	PF2	PExc
-21.978450000000002	-3087.82694904802	119.38262992274346	3086.3941080002805	119.42995875670107	0.38149392671770044	0.07363366893578491	0.21753159319938295	0.2599895385722514	0.06735127257488464
-17.58276	-5344.8571278773625	126.82518475623827	5342.3805635714125	126.8059562413702	0.3440443782137033	0.06178144288902017	0.2338592378404929	0.2710913180005689	0.08922362305622071
-13.18707	-5677.274918821062	119.75028731027918	5680.434781902958	119.80481048348368	0.2877180077911078	0.07166099969936787	0.2936040269435502	0.2534836867246712	0.09353327884130958
-8.79138	-5707.103761405852	106.22708894208331	5709.467193191475	106.27785381659024	0.2527188850158266	0.11746389116885204	0.2546888209396201	0.2767842221229302	0.09834418075277788
-4.39569	-3480.2898551273474	78.92717427646548	3480.451764725188	79.07134954368246	0.3104914234872804	0.1216573542573015	0.21412019251628564	0.2598511149443172	0.09387991479482173
-3.2967675	-1767.2872426694062	117.23792019586216	1763.7079524957207	116.95594486859063	0.3364067655770438	0.1199239871275104	0.1967930149893685	0.2577304678299264	0.0891457644761571
-2.197845	-601.1873774318736	103.70681957029007	589.4787278426928	103.28815648714217	0.34633284239167234	0.11465195382289521	0.1893303896291164	0.26565567877753626	0.08402913537878563
-1.0989225	1162.7654352615798	107.39082908779994	-1169.2545868066804	107.59991603408128	0.36006216957986725	0.11514714109107395	0.18158653968451025	0.26576533977129646	0.07743880987325896
-0.43956900000000004	2190.1109978105014	69.23086792161638	-2226.203287390749	70.37486812539399	0.36579207494510946	0.12107861894763813	0.17606416859263752	0.2613171437323928	0.07574799378222895
-0.21978450000000002	2440.4106507251154	37.08608297268286	-2477.557300102434	36.10822520074901	0.36830984952692075	0.12497355521201364	0.17356589797201555	0.25868489701805053	0.07446580027100876
0.21978450000000002	-320.018634802047	55.38444802497304	-327.9309291395544	56.46946137371255	0.37023649092827327	0.12185116600552932	0.17512320309049018	0.2595151995689044	0.07327394040681184
0.43956900000000004	-662.5002713430546	73.7329714811886	-669.2246467915371	75.19650777659282	0.3690587440628357	0.11891156950261339	0.17471372206810784	0.26249712833702427	0.07481883602942567
1.0989225	-1700.2896340997497	99.13372422315427	-1700.2469593631167	99.45069344168469	0.3677098888528795	0.11377234158652896	0.16636975090852135	0.2747972356559953	0.07735078299608206
2.197845	-2752.108447856149	101.52411528919346	-2757.7764532001925	101.71924388769283	0.35886646609321315	0.10810465615905224	0.1549587953046137	0.30017517254149867	0.07789490990162783
3.2967675	-3774.675827740574	123.5713114085496	-3780.6629631886785	124.03262157201073	0.36368141626795947	0.11419254786152186	0.15262762744902672	0.288917308980531	0.08058109944096667
4.39569	-5657.529654790923	141.58980185337694	-5661.728642929931	141.80436325944825	0.36655871262682405	0.10706752216004435	0.14336315759728846	0.2961755883627138	0.0868350192531355
8.79138	-5369.9857150768	177.2279547781343	-5365.702094547129	177.28623308520432	0.3143069863080138	0.06652290229066675	0.20911000310883207	0.3265579721415033	0.0835021361509898
13.18707	-5184.094675115768	158.88341809874169	-5185.142599606881	158.85158073364866	0.33476344633171906	0.040793827340616096	0.26238924215173187	0.28565102334111253	0.07640246083482567
17.58276	-2858.644071010493	67.89577575080628	-2858.535502316501	67.87156614489436	0.38484700941194866	0.045534638967471175	0.20299692016180104	0.31284161779248715	0.05377981366629598
21.978450000000002	-1791.449364865255	75.00129838157811	-1790.2890990598207	75.01363316750891	0.42667268397573027	0.07125370430520651	0.1642542691509833	0.29536676942946505	0.04245257313861833
