s0	energy	polSign	whichTransition	polType	sidebandFreqs	sidebandAmps
1.0	-1.1	1	XA	3D	0.0	0.0
2.0	-9.8	1	XA	3D	0.0	0.0
1.0	-18.6	1	XA	3D	0.0	0.0
3.13	-26.8	-1	XA	3D	0.0	0.0
0.8699999999999999	-20.8	-1	XA	3D	0.0	0.0
