Speed	av	del_av	ar	del_ar	PF1Down	PF0	PF1Up	PF2	PExc
0.21978450000000002	-0.3704668346254203	0.10040399313598736	-0.37621073881846573	0.10196091074982545	0.25091868394795	0.08385719884855244	0.24979808431676823	0.4154132999645354	1.273292219390286e-5
0.43956900000000004	-0.4408642097018738	0.09621419635702987	-0.44769941868787994	0.0977056583278799	0.25063405427394836	0.08370871879559608	0.24984331007755015	0.41580115390837064	1.2762944534609625e-5
0.8791380000000001	-0.5545783169412306	0.12921112463615678	-0.5574006441593565	0.12986853933665204	0.2505760166377612	0.08370037599046319	0.2498316632002101	0.4158790533589264	1.2890812639251474e-5
1.7582760000000002	-0.8322118149213711	0.12558186133696037	-0.8332726805125386	0.12574187684544313	0.25045163952013744	0.08370654502161241	0.24979860880584112	0.4160295513013046	1.3655351104219131e-5
2.637414	-1.0846523099269978	0.12800728065604822	-1.0888805701626942	0.12850639967610428	0.25029142055246506	0.0836434020774081	0.24981413976110076	0.4162361601506688	1.4877458357451783e-5
3.5165520000000003	-1.3654067048673229	0.15201587195808033	-1.3682253936601045	0.1523301034669925	0.2502775838104393	0.08365172518210466	0.24977117756948475	0.41628293311434705	1.6580323624422515e-5
4.39569	-1.5371194095047387	0.22555239581668032	-1.5390788929768213	0.22584021623309783	0.25037591321330593	0.08359310977007664	0.24971453071104083	0.41629840457431166	1.8041731265492376e-5
6.593535	-1.7989087143415068	0.1166370269208302	-1.7999281599240404	0.11670105551571211	0.25096625932982225	0.08312322198302344	0.24951230569020552	0.41637761591418176	2.0597082767129033e-5
8.79138	-2.683086935959608	0.057989478642595016	-2.683942812998816	0.05800441090598282	0.25189484838521964	0.08221928951968635	0.24918831241227868	0.4166733905426034	2.4159140211847612e-5
10.989225000000001	-3.4102622722247666	0.1479215189280564	-3.410958388344709	0.14794961600417242	0.2526717516742106	0.08142086792675775	0.2489328062772735	0.4169472526139562	2.7321507802175714e-5
13.18707	-2.2054868398741125	0.1616856639583554	-2.2057996311185217	0.16170861946693757	0.252195388189259	0.08181690005917384	0.24930890364453692	0.41665844991656936	2.0358190460919623e-5
15.384915	-1.0356856609173384	0.06001386925157878	-1.0361162011873304	0.06001385849129874	0.25152197530291925	0.08254158623190735	0.24964669809458742	0.4162758524952958	1.388787529053662e-5
17.58276	-0.6715767373026075	0.03902224953954876	-0.6716284180541762	0.039025926074232005	0.25081526632749707	0.08301929847755306	0.24978619620203282	0.4163698078557663	9.431137150690409e-6
