Speed	av	del_av	ar	del_ar	PF1Down	PF0	PF1Up	PF2	PExc
-21.978450000000002	-3364.231836155442	562.4003621784158	3362.6800270179187	561.2776870941153	0.1566095166472515	0.03441492241339782	0.1380494403478586	0.1544436983958645	0.10886692142337973
-17.58276	-3461.473410953761	536.1393095394575	3457.363877642434	537.089791442047	0.16564374074756283	0.035563382972954666	0.13832597622222373	0.1585046662575336	0.11258815399880204
-13.18707	-3624.4389556574442	719.149865442344	3613.352305130384	710.3973264703793	0.15323158090899797	0.032094071613967975	0.12886992276332868	0.14184624265015175	0.10238004307609638
-8.79138	-2185.956767153807	196.59404086280023	2188.7561510102755	192.66448808363927	0.15928273451278296	0.036554691762765844	0.1346943209657396	0.15258915978090024	0.09672026258910686
-4.39569	-1189.9774971021077	36.498481365053145	1183.7613239334266	37.237656383561806	0.1295769617278072	0.030104763806044158	0.12490975327523549	0.17979953142969593	0.08554202955287321
-3.2967675	-555.8012664414201	181.53507507249032	539.7834144300589	185.7649476918706	0.1249187480309454	0.028688873612915545	0.12039961704349472	0.19008158053074353	0.08045853058988825
-2.197845	350.1556570326785	298.6001099749663	-391.5635213862027	320.22820244580527	0.12993015358846077	0.02890999073704602	0.1102458754302642	0.21597856041170607	0.07428525000860003
-1.0989225	688.8339609522784	87.9014814705311	-683.5141953897311	81.01668244036084	0.1300154674096748	0.02715088068241379	0.12625783281779673	0.25289151874605953	0.07090783863963546
-0.43956900000000004	-105.38688622454357	100.4842644154536	118.35004695325874	97.29817072758071	0.14965610398462237	0.028114472673972445	0.12005234735212961	0.2673912979546407	0.06501495467621893
-0.21978450000000002	-117.93745074250695	54.21217794240127	139.16836803725607	44.01537736060974	0.146421085752934	0.02628536495413889	0.12239525112456939	0.26104253374148106	0.062216147592918936
0.21978450000000002	235.57191936125508	32.19023681059678	261.94178422278645	32.642375279886224	0.1350618499431363	0.026492192139986583	0.13676692977522542	0.25042846749573605	0.06394236783452148
0.43956900000000004	52.81655174735492	45.71747717719598	49.484262396622576	24.813237691451	0.15329198696775087	0.029578859463318608	0.11951759294540015	0.24878148126262326	0.06392211199167064
1.0989225	287.37363581115517	143.12762448800623	309.44649120538156	162.2183233269789	0.14295216648700335	0.029963767608505762	0.11207547941076204	0.2306169694752259	0.06934997186517863
2.197845	41.61764257201495	136.87283406569162	63.3770385757003	128.51472872077068	0.1431606519931387	0.03135300668238135	0.11536368019723334	0.2116140349379694	0.07906099283829293
3.2967675	-697.9212454589613	111.9257559733908	-722.5158548097402	118.57877186568476	0.13069538900093491	0.030022700356565686	0.11524771232124043	0.18146575661333195	0.08032671678239953
4.39569	-1093.1577557564776	322.5239960240597	-1096.4992475795427	312.6341707338526	0.1334525939097521	0.030495358043506504	0.11821112547012323	0.1702698633785406	0.08264592734259321
8.79138	-3052.0626590065435	382.01512701750045	-3040.121638398944	384.4075477851998	0.16084618376877446	0.03469084610628329	0.13038708966361703	0.15314496175189632	0.09810287892509442
13.18707	-4650.208134038989	325.1728861218253	-4650.502758863751	325.83539014202813	0.14689595532703048	0.03255124062836698	0.1199854346902312	0.13990054449697636	0.10379479496531417
17.58276	-3882.505536687031	589.5705902827747	-3879.613473495719	587.8282901983033	0.15246428576679333	0.03471678068032492	0.12978012595921293	0.16551638068287622	0.10959061679769853
21.978450000000002	-3047.399023032398	476.42632041168065	-3044.753349667989	475.04158148676805	0.15460249955395838	0.03410202537340798	0.1318364135932224	0.15167032186059823	0.10437272412351097
